Product,Consumer complaint narrative
"Credit reporting, repair, or other",I am a victim of identity theft please remove this fraud inquiry from my credit report.
Debt collection,Received a call from D2 management saying that I owed a payday loan from XXXX. I said that is it false and the woman said it is over 1100 that I owe. I said I know my rights and I want something in writing and she said that the have my SSN number but would only give the last four. She stated I would be in big trouble and then I hung up.
"Credit reporting, repair, or other","I am writing this message in regard to several violations that you have broken. 
1.You refused to correct information on my credit report after being provided with proof several months ago, and this has been an on going incident that is not fixed, I have filed a law suit for defamation and willful injury upon FCRA Section 623 which you will be charged {$1000.00} per erroneous accounts and inquires that are fraudulent. All inaccurate accounts and inquiries listed below are unverifiable information, you have taken more than 90 days to resolve this matter. You then didn't apply the steps as to how and whom which this account has been falsely verified and again you are violating several sections along the FCRA. I am a victim of identity theft, my information was leaked in more than 13 breaches including the recent breach with XXXX, XXXX, XXXX  XXXX, and more. I am asking for you to perform an internal investigation allowing a total of 3 business days only. I have attached the dates and receipt when i sent several certified letters during the month of XX/XX/XXXX. I have all the evidence the prove that you are violating my rights and as a consumer i am liable to sue you for placing inaccurate items to my credit report causing pain and distress discomfort ability. There is an incorrect balance on the XXXX XXXX. The correct balance is {$100.00} please be advised that this is the correct balance for this month so please fix it. Thank You. Also an in correct address is listed on my credit report. I have never lived at XXXX XXXX XXXX XXXX XXXX FL XXXX, XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX CA XXXX, please be advised that this address needs to be removed, i have never lived at that address, and that is incorrect information. 

Fraudulent Accounts : 1. XXXX XXXX XXXX 2. XXXX XXXX XXXX XXXX 3. XXXX  XXXX XXXX  XXXX 4. XXXX XXXX XXXX  XXXX 5. XXXX  XXXX/XXXX  6. XXXX 7. XXXX {$1900.00} XXXX Inquiries : 1. XXXX 2. XXXX XXXX XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX."
Debt collection,"Dear to whom it may concern : I recently pulled up my Transunion report and I noticed a derogatory remark on there. 

Under 15 USC 1692cc : ( c ) Ceasing communication If aconsumernotifies adebtcollector in writing that theconsumerrefuses to pay adebtor that theconsumerwishes thedebtcollector to cease furthercommunicationwith theconsumer, thedebtcollector shall not communicate further with theconsumerwith respect to suchdebt, except ( XXXX ) to advise theconsumerthat thedebtcollectors further efforts are being terminated ; ( XXXX ) to notify theconsumerthat thedebtcollector orcreditormay invoke specified remedies which are ordinarily invoked by suchdebtcollector orcreditor ; or ( XXXX ) where applicable, to notify theconsumerthat thedebtcollector orcreditorintends to invoke a specified remedy. 
If such notice from theconsumeris made by mail, notification shall be complete upon receipt. 

Otherwise, anyone paying for your reporting services could fax, mail, or email in a fraudulent account. 

Your failure to positively verify these accounts has hindered my ability to obtain credit.It has also damaged my mode of living, my character, and much more. 

Under the Fair Credit Reporting Act, unverifiable accounts must be DELETED and if you can not provide me a copy of verifiable proof, you must DELETE the account listed below. 

Im giving your company 15 days to respond to this matter. 

Failure to respond to this matter will result in legal actions pursued against your company. 

I demand that the following account be validated or DELETED immediately : Original Creditor : XXXX Account Number : XXXX Debt Collector : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX"
Mortgage,"I am filing this complaint to report M & T Banks repeated violations of the Real Estate Settlement Procedures Act ( RESPA ), 12 U.S.C. 2605, in connection with the mismanagement of my escrow account. 

Despite multiple Qualified Written Requests ( QWRs ), M & T has failed to provide a substantive response and continues to conceal material information regarding my escrow account. Their most recent response contained raw numbers without documentation or explanation, and ignored the core issues raised. 

Specific Failures by M & T Bank Escrow Transparency They have not disclosed the names, addresses, and amounts of payees for tax and insurance disbursements. Without this, I can not verify that funds were properly applied.

Escrow Analysis No corrected escrow analysis was provided. Instead, they presented unexplained increases in monthly obligations with no methodology or reconciliation. 

Escrow Advances & Adjustments No documentation was produced regarding escrow advances, forced charges, or adjustments that have been assessed against me. 

Suspense/ Misapplied Payments They failed to disclose whether funds were placed into suspense accounts or misapplied. 

By withholding this information, M & T has engaged in a pattern of bad-faith servicing conduct and has directly caused financial harm. 

Harm and Damages As a result of M & Ts escrow mismanagement and stonewalling : I was forced to take out loans to cover unexpected escrow shortfalls. 

I had to withdraw money from my retirement, jeopardizing my long-term financial security. 

I have endured ongoing emotional distress and hardship, knowing my home remains at risk because the servicer refuses to provide transparency. 

The stress and uncertainty caused by their misconduct has directly impacted my familys financial stability and well-being. 

Remedy Requested I request that the CFPB require M & T Bank to : Produce a complete escrow accounting since the inception of servicing, including all deposits, disbursements, and payee information.

Provide a corrected escrow analysis that reconciles the unexplained increases and inflated balances. 

Document all escrow advances, forced-placed charges, and adjustments applied to my account. 

Disclose and correct any misapplication of payments or suspense account activity. 

Provide financial restitution for the hardship I suffered, including loans I was forced to take, retirement withdrawals, and emotional distress caused by their misconduct. 

M & T Banks behavior demonstrates a willful disregard for RESPA obligations and constitutes unfair and deceptive servicing practices. They are attempting to mask serious escrow mismanagement behind superficial numbers while ignoring lawful requests for transparency. 

I respectfully request immediate investigation, enforcement, and consumer relief."
Mortgage,"Set forth below is a copy of an email that I sent today to Wells Fargo. The email speaks for itself. 
XXXX XXXX Private Mortgage Banker Wells Fargo Home Mortgage XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, TX XXXX Dear XXXX XXXX : I just received a package of materials sent by XXXX by you, which is entitled "" Private Mortgage Banking Full-service options for upscale home financing ''. 

The first sentence of the letter enclosed in the package states : "" I appreciate you taking the time to discuss your home financing needs with me. '' Since I have NEVER spoken to you, nor even to my knowledge have you made any attempt to contact me until your XXXX package arrived, I can unequivocally state that, once again, Wells Fargo is knowingly misrepresenting facts. On the off chance that you have opened an account based on our fictitious conversation, please close it. 

A copy of this letter will be filed with the Bureau of Consumer Financial Protection. 

Sincerely, XXXX XXXX"
Mortgage,"I made a payment from my usual account on XX/XX/XXXX, it cleared on XX/XX/XXXX and reflected on the mortgage company 's portal in my account. 
I had my closing on XXXX XXXX, when the closing checks and final payoff amount was sent to mortgage company they suddenly changed the status of last made monthly payment to "" Reversed '' and also charged me a fee. They sent me a letter stating I made a payment with dishonored check. Which is not the case. The money went through the same account as I have been paying from all previous months"
Debt collection,"There are collection accounts on my report that I believe contain inaccurate information. Under my rights pursuant to 15 USC 1681e ( b ) and 15 USC 1681i, I am entitled to an accurate credit report. I request a review of these entries, and if they can not be verified as accurate, I ask that they be removed."
Debt collection,"Cedar business services Original creditor XXXX XXXX XXXX Date open XX/XX/year> Balance XXXX. 
I have contacted the company informed them that the best wasnt mine and I also submit my FTC Report # XXXX Account # XXXX"
"Credit reporting, repair, or other","My debt for Federal financial aid has been paid as of XXXX XXXX, 2022. 
My credit continues to suffer and I am unable to qualify for a mortgage due to wrong information. 


XXXX was the servicing company that has confirmed the completion of the loan payment. However the loan is still present on all THREE reporting credit bureaus,"
"Credit reporting, repair, or other","Dear Equifax, There is information that is on my consumer report that is a result of identity theft. I did not provide written permission or instructions for the identified transactions to be reported on my consumer report. I am requesting that the reporting of this information be blocked and deleted. My request to block is not being made in error ; nor is my request to block being made on the basis of a material misrepresentation of fact by me relevant to the request to block the identified transactions. The identified transactions are not information related to any transactions by me as the consumer : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX"
Debt collection,This account is do to fraud I am. Victim of fraud this account popped up on my Equifax account I never heard of this company I did not give this company permission to share or have my information this is a violation of my rights this company have not shared no contact information no account number and no information
Mortgage,"Ocwen loan servicing is running a unorganized white collar crime operation using forgery and fraud, malicious threats, violations, so-called prior XXXX XXXX XXXX increased loan modifications with my forged signature and initials, manufactured documents, rubber stamping, violations of notary laws, void assignment, manufactured note, intentionally waiting out statues, slander of title, credit reporting violations, prior manufactured force place insurance policies, false principal balance, false payment history, and then cozied up with corrupt fraudulent cozy XXXX and XXXX XXXX XXXX XXXX using insider relationship using robo authorized agents and crooked lawyers who commit fraud claiming to have looked at all the manufactured documents having personal knowledge assisting cozy pretender lender loan servicer can embezzle my property I own free and clear so the pretender lender loan servicer to temporally increase its revenue. I sent crooked young shady lawyer XXXX XXXX many emails requesting loss mitigation options because I am unable to communicate with fraudulent troubled white collar crime incompetent Ocwen Loan Servicing. XXXX XXXX intentionally failed to respond to my many request for mitigation option to avoid fraudulent trustee sale only to help his white collar crime client embezzle my property I own free and clear. The authorities are involved in my matter as we speak. The pretender lender loan servicer slandered my title once again recording another fraudulent notice of sale. Due to the fact that shady XXXX XXXX XXXX intentionally recorded fraudulent trustee sale on my birthday and crooked lawyer failed to respond to my many requests for assistance to avoid fraudulent sale, I am forced to litigate my matter in bankruptcy court."
"Credit reporting, repair, or other",I went to a XXXX dealership on XX/XX/2020 to apply for financing a vehicle. I was told that I will only be applying for the in house financing XXXX offered at the time. I did not agree to getting my information pulled by these institutions. Heres the hard inquiries and their respective dates : XXXX XXXX XX/XX/2020 - XXXXXXXX XXXX XXXX XXXXXX/XX/XXXX - XXXX XXXX XXXXXX/XX/XXXX - XXXXXXXX XXXX XXXXXX/XX/2020 - XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXX/XX/2020 - XXXX XXXX XX/XX/2020 - Equifax XXXX XXXX XX/XX/2020 - Equifax XXXX XXXX XX/XX/2020 - Equifax Im seeking the resolution to have these inquiries deleted from my credit reports.
"Credit reporting, repair, or other","was a victim of Identity Theft. Per the Fair Credit Reporting Act Section 605b ( a ) ( 2 ) you are required to remove any accounts opened without my knowledge, consent, or authority. Also in addition to Section 1681c-2 ( a ) you are required to block any information in the file that I have identified that resulted from identity theft. The following items need to be removed and blocked as they are fraudulent. 
XXXX. The inquiry was not authorized XXXX XXXX XXXX  Date of inquiry : XX/XX/XXXX XXXX. The following personal information is incorrect Account Number : NAME : XXXX XXXX XXXX XXXX. The following personal information is incorrect Account Number : PREVIOUS ADDRESS : XXXX XXXX XXXX XXXX XXXX, IL XXXX XXXX. The inquiry was not authorized XXXX XXXX Date of inquiry : XX/XX/XXXX Please remove it from my credit report. 
XXXX. The inquiry was not authorized XXXX XXXX  Date of inquiry : XX/XX/XXXX Please remove it from my credit report. 
XXXX. The inquiry was not authorized XXXX XXXX  Date of inquiry : XX/XX/XXXX Please remove it from my credit report."
"Credit reporting, repair, or other","In accordance with the Fair Credit Reporting act XXXX XXXX XXXX Account # XXXX, XXXX XXXX XXXX Account number # XXXX, XXXX XXXX XXXX Account number # XXXX, XXXX XXXX XXXX Account number # XXXX, XXXX XXXXXXXX Account number # XXXX has violated my rights.

15 U.S.C 1681 Section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions."
Mortgage,"I am attempting to pay off my mortgage with Mr. Cooper ( Nationstar Mortgage ). On XX/XX/year>, I submitted a {$2400.00} payment through their online portal, explicitly selecting for it to be applied to pay down the principal. This was not intended to be a full payoff. I fully expected a remaining balance, which I planned to pay as soon as the {$2400.00} was applied. 

Instead, the {$2400.00} was placed into unapplied funds, and my loan balance was not reduced. This payment was not ambiguous - I selected the "" apply to principal '' option at the time of the transaction. My account dashboard now shows a negative payment due of $ ( XXXX ), confirming that the funds were received and that I have overpaid - yet the mortgage is still active and the payment has not been credited. 

The estimated payoff for that same date was {$2600.00}, meaning I was within approximately {$230.00} of closing the loan entirely. I contacted Mr. Cooper through their secure message system, citing CFPB servicing rules that require timely application of clearly identified payments. Instead of resolving the issue, they responded by stating it was sent to their "" Research Team '' for review and that I should wait up to 7 business days. 

This appears to be a deliberate delay tactic to block a timely loan payoff, delay escrow refund processing, and possibly capture additional interest or a forced monthly payment."
Debt collection,"In XXXX, I had an ER visit. I paid the imaging and hospital bills in full. Unknown to me, the facility uses a third-party provider for their doctors ( XXXX  XXXX XXXX of AZ ). 

I NEVER received any bills from XXXX XXXX of this year, nearly XXXX years laterwhen I suddenly got a call and letter from a debt collector ( Credit Management Company ) saying I owed {$890.00}. It also hit my credit score, dropping it by XXXX points ( which Ive disputed ). 

I first called the hospital and learned about the third-party billing ( XXXX ) ( I initially thought it was a mistake at first ). My insurance confirmed no claim was ever submitted by this company. When I called XXXX they admitted they never billed me or my insurance, and they sent it straight to collections ( but didnt explain why which Im assuming is because they made a mistake ). 

My insurance contacted them directly and told them to write it off and rescind the account from collections since it wasnt my fault the claim was never submitted and that I never received a bill. Ive followed up four times since XXXX of XXXX, and they keep saying were working on it, give us XXXX business days, but nothing changes and Im sick of calling them at this point. They are not communicating with the collections agency they sold my debt to. 

In XXXX, XXXX finally sent me a statement ( I can provide proof of this statement ) showing most of the bill was paid ( insurance agreed to pay it despite the late claim submission ), with only {$36.00} of the bill remaining ( which I paid ). Again, XXXX still hasnt communicated this with the Credit Management Company so they still think I owe. 

I sent the statement from XXXX XXXX weeks ago showing my insurance processed the claim as well as the EOB from my insurance company to Credit Management Company via certified mail and have not heard back from them. They still continue to call me, but I am not answering their calls anymore. 

What should I do? 

* * * I can also provide my EOB from my insurance company showing that this claim was processed if need be. I did provide the statement in this complaint from XXXX AZ XXXX XXXX of AZ showing my insurance processed the claim and that my patient responsibility is {$36.00} which was paid."
Debt collection,"On XX/XX/year> ( Portfolio Recovery ) add a derogatory mark on my credit report per XXXX  and XXXX  upon further research, this account was transferred/ sold i am no longer responsible for this account. Debtor Creditor did not verify this collection also there was no written form of communication, contract or signature. a bill without a signature does not validate a debt, and anybody can say it's mines according to the FCRA ( Portfolio Recovery ) has violated my rights as a consumer and im requesting for it to be removed from these accounts immediately."
"Credit reporting, repair, or other","I originally submitted a complaint with CFPB regarding LexisNexis listing the wrong case number in their database for my Chapter XXXX Bankruptcy. This information was being reported incorrectly to the XXXX major bureau XXXXXX/XX/XXXX XX/XX/XXXXand XX/XX/XXXX. I also requested a security freeze placed on my file with instructions for them to not disclose information to the bureaus which they didnt honor. 

I received the results of their investigation on XX/XX/2020 in which LexisNexis stated they verified case number XXXX as being correct through XX/XX/XXXX. After this i went direct to that database and search in their system under that case number XXXX, and through my due diligence that number return multiple case files not matching my CH. XXXX BK. Only after typing in the correct case number as supplied on my court documents sent to me by the courts and the attorney was able to pull the right file. 

I advise LexisNexis of this in the last investigation that the case number XXXX isnt the correct sequence to pull my case in public record, yet they refuse to due the proper due diligence correctly. The reason why this is important to show the accurate case number to search is because under the case number XXXX which LexisNexis says is correct in that order ( which it isnt ) will pull multiple other file cases that can potentially pull their negative information onto my records. That can cause devastating affects to my file and hinder me from being able to secure credit, financing and potentially residency. I have included documents to show proof"
"Credit reporting, repair, or other",I am a victim of identity theft please remove this fraud inquiry from my credit report.
"Credit reporting, repair, or other","I have requested validation of this account beginning XX/XX/2021 with a follow up on XX/XX/2021. I have not received any response. Ive enclosed both letters as well as a copy of the credit bureau report to show other issues with this alleged account.

1 ) This account was never verified by me- comments say dispute resolved 2 ) Comments state that this account was sold to XXXX XXXX XXXX- which in that case, this should not be reporting as a derogatory account that has incomplete and inaccurate information.

3 ) I was never informed of this account to have any opportunity to dispute or valid it prior to them reporting this on my credit reports."
"Credit reporting, repair, or other","My fiance and I are soon to be in the market to purchase a home. I prepared be checking my credit report to know my score. While doing so I noticed a few items that are not mine. These items need to be deleted from my credit report. I've contacted FTC and my local police. I'm doing this on my own behalf. There are still items on my credit report that are not mine. Chapter XXXX Bankruptcy, XXXX, XXXX, XXXX XXXX, XXXX, XXXX/XXXX, XXXX, XXXX, XXXX, XXXX XXXX, XXXX, XXXX. inquiries : XXXX/XXXX, XXXX/XXXX, XXXX XXXX XXXX, XXXX XXXX, XXXX."
Debt collection,I submitted a complaint # XXXX on XX/XX/XXXX to have Volkswagen cease from calling me with robo calls which I have confirmed with Volkswagen they received on XX/XX/XXXX. I received another robo call on XX/XX/XXXX and called Volkswagen to advise them to stop again. I then received another robo call on XX/XX/XXXX and called Volkswagen back to advise them to stop again.
"Credit reporting, repair, or other","It appears that my credit file has been compromised. Again, I was going through my records & noticed many information or items that do not belong to me. Please remove & block any items or information which is found to be opened due to identity theft. The dispute items do not belong to me. Im attaching the required FTC Report for you in order to solidify my complaint. XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX"
"Credit reporting, repair, or other","When I reviewed my credit report, I discovered that some of the information was erroneous. The 3 credit bureaus must validate these items in line with Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ) ( A ). It is not authorized to fail to validate these reporting items as unverified information without providing any proof within the period allowed by law. The following items that need to be investigated and corrected from erroneous reporting in my file are listed on my credit report. 
XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX"
"Credit reporting, repair, or other",Error not fixed
"Credit reporting, repair, or other","I would like to request a security freeze placed on my Consumer Disclosure Report. I choose to opt-out of your disclosing future information until further notice including the C.L.U.E . Report and other furnished XXXX XXXX, XXXX XXXX, XXXX inquires regarding all personal information. This security freeze request not only restricts credit bureaus and creditors, but also future potential employers until I lift this restriction. Under the Fair Report Act, you are required to comply. 
My name is XXXX XXXX XXXX. My current and only address is XXXX XXXX XXXX , XXXX, OH XXXX I have unknown or fraudulent addresses appearing on my credit report and I am requesting that these items be removed and updated. Please remove the following addresses : XXXX XXXX XXXX XXXX XXXX, OH XXXX XXXX XXXX XXXX , XXXX, OH XXXX XXXX XXXX XXXX, XXXX, OH XXXX XXXX XXXX XXXX XXXX , XXXX, OH XXXX XXXX XXXX XXXX, XXXX, OH XXXX XX/XX/2015 XXXX XXXX XXXX , XXXX, OH XXXX"
"Credit reporting, repair, or other",I have been a victim of identity theft.
"Credit reporting, repair, or other","On XXXX I sent a letter regarding inaccurate and unknown things on my credit report. To this day over 60 days later I have not received a response yet. I feel like I'm being taken advantage of and being ignored for my disputes. Section 611 ( a ), its plainly stated that a failure to investigate these items within 30 days gives a reason to immediately remove those items from my credit report it has been over 60 days so they should be deleted promptly. I demand these accounts be deleted immediately or I will file for litigation due to the stress you caused me. My information was also impacted by the Equifax data breach and may have got into the hands of the wrong person."
"Credit reporting, repair, or other","there is an unauthorized credit enquiry by XXXX XXXX  on XX/XX/22 on my credit report. please investigate and remove this enquiry because it was done washout my consent, thank you."
Debt collection,"I noticed there was a debt on my credit report and contacted Cavalry Portfolio Services. I received a call back from a place called XXXX XXXX who said they collect for the debt collector Cavalry. 
Through various communications and letters the amount given ( what they said they purchased & I owe ) changed 3 times. I spoke to several people and was offered a settlement around {$700.00} to close the account & remove from my credit report in which I agreed to just make this go away. Several times I spoke to a lady named XXXX. 
Each time I contacted them I gave them my PO Box as I never received any mail from them with this so called agreement they were sending. On one occasion I spoke to a lady asking when this agreement would be sent and was told it was in my best interest to go ahead and pay it today before it became a charge off and was on my report for 7 years. 
On XX/XX/XXXX I tried to get a loan for a house and was notified about this open account from Cavalry ( I had forgotten about ) and tried calling them again. On the third attempt I got a guy on the phone who was very rude and shut me down telling me he wouldn't talk to me and I should contact their lawyer at XXXX. 
XX/XX/XXXX I contacted the law office and spoke to a very friendly lady whom discussed the issue and then contacted Cavalry about a settlement on the account. Cavalry again changed the amount and told her nothing less than {$800.00}. 
The customer service at Cavalry is beyond horrible."
Debt collection,I have no knowledge of this debt and it is not being provided to me.
"Credit reporting, repair, or other","I sent a letter to Equifax XXXX  and XXXX  on XX/XX/2021 and XX/XX/2021 regarding fraudulent and inaccurate items on my credit report. It has been over 5 months and I have not received a response from anyone. Failure to respond is a FCRA violation of my rights as a consumer. In section 611 ( a ), it plainly states that a failure to investigate these items within 30 days gives a reason to immediately remove those items from my credit report. Since it has been over 5 months, these fraudulent and inaccurate items must be removed and deleted immediately. I demand these fraudulent and inaccurate items be removed and deleted immediately or I will file for litigation due to the stress this is causing me. I am trying to obtain credit and these fraudulent and inaccurate items are preventing me from doing so."
"Credit reporting, repair, or other","My name has been XXXX XXXX XXXX since I got a divorce in the year XX/XX/XXXX. I married XXXX XXXX XX/XX/XXXX. When we got divorced I went back to my maiden name which is XXXX. I do not understand how it magically went back to XXXX? Can someone PLEASE help me regarding this matter. Also I have filed a police report as well. 
XXXX Bless Truly, XXXX XXXX XXXX XXXX Born XX/XX/XXXX"
"Credit reporting, repair, or other","I'm sending this complaint to inform AGAIN the credit bureau that I was a victim of Identity Theft. It seems the credit bureau doesn't care at all that I want to dispute unauthorized items that reporting on my credit report. Since this is a strict violation of FCRA laws I need the items removed from my file as soon as possible. 

XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX"
Debt collection,"I received a debt collection notice from XXXX XXXX for {$2400.00} owed to a PayPal account that was opened under my name and physical address at the end of XX/XX/year>. I filed an FTC Identity Theft affidavit and a dispute directly with XXXX regarding this debt, wherein I requested all information I am privileged to under the Fair Credit Reporting Act ( FCRA ). I received a follow up from XXXX at the beginning of XXXX with some ( email addresses used to open the account, specific transactions on the account ) but not all the requested information I am privileged to under the FCRA ( e.g., phone numbers used to sign up for the account or for XXXX ). They made it clear they are not taking my FTC identity theft report and allegations seriously, as they continued to claim they are seeking collection of the debt from me. I submitted a second FTC Identity Theft affidavit, as well as a police report with the XXXX XXXX XXXX 's office, regarding this. I also submitted a second dispute to XXXX and informed them that they did not provide all information I requested under the FCRA, in violation of the Act. To date, I have not heard a response and believe they may be moving towards court action on the matter. While the account was opened using my name and a partially correct address, the email address that was used to open the account as well as the email account involved in the transactions is not mine. The debt is not mine. XXXX has failed to work with me and PayPal to perform a more serious investigation into identity fraud and it's getting to the closer to the point of needing to take legal action if not resolved. I seek immediate confirmation from XXXX that they are XXXX ) taking the matter seriously and investigating this allegation with extreme due diligence, XXXX ) will provide me with the phone number ( XXXX ) used to open and/or are associated with the account, and XXXX ) are not seeking a collection of debt from me on this fraudulent account."
Mortgage,Shellpoint Mortgage hold first lien and refusing to provide pay off so I can close the sale of my property. They have not provided info to myself or to title company and keep on making excuses and delays. I am at the verge of losing a sale of XXXX plus nor have to pay extra interest for a loan I dont need. They refuse to provide loan pay off and refuse to take responsibility for loss of sale.
"Credit reporting, repair, or other","I am filing this complaint on my own behalf to address an issue concerning late payments on my credit record. After reviewing my records, I found the presence of these late payments. Despite having sent letters regarding this matter over 30 days ago, I have not received a response, and they have failed to provide me with satisfactory validation. I kindly seek your assistance in resolving this matter promptly and effectively."
"Credit reporting, repair, or other","On XX/XX/2021 I sent a letter to the credit bureau as recommended disputing items on my credit report that were inaccurate and did not look familiar. I explained in the letter the items that should be investigated. To date, I still not have received a response from the credit bureau. Based on the law it says that the bureau should have completed their investigation or responded to me within 30 days and notify me of the results. Its been 30 days and I recently checked my credit report again and it is still showing the same items I disputed. Prior to submitting this complaint I also wrote a letter demanding them to respond because it is has been 30 days and I should have received some type of response by now. At this point, I do not know what else to do because my disputes have been ignored and no investigation has taken place."
"Credit reporting, repair, or other","In accordance with the Fair Credit Reporting act. The List of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681.

The letters are stated with items and issues.

15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions 15 U.S.C 1681c. ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items of information Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than seven years.

15 U.S.C. 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate."
"Credit reporting, repair, or other",I got these negative items from unknown companies to show up on my credit report.
